"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","Sagemcom_f8:80:f0","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 0/1/00:26:86:00:00:00  Cost = 90  Port = 0x8006"
"2","0.496868","Sagemcom_f8:80:f0","Spanning-tree-(for-bridges)_00","STP","56","Conf. Root = 32768/0/84:a0:6e:f8:80:f1  Cost = 0  Port = 0x8003"
"3","0.717716","192.168.2.13","239.255.255.250","UDP","506","1082  >  8082 Len=464"
"4","0.800691","192.168.2.212","172.217.13.131","UDP","193","54997  >  443 Len=151"
"5","0.803468","172.217.13.131","192.168.2.212","UDP","70","443  >  54997 Len=28"
"6","0.809782","192.168.2.212","172.217.13.131","UDP","75","54997  >  443 Len=33"
"7","0.821167","172.217.13.131","192.168.2.212","UDP","112","443  >  54997 Len=70"
"8","0.821167","172.217.13.131","192.168.2.212","UDP","67","443  >  54997 Len=25"
"9","0.821746","192.168.2.212","172.217.13.131","UDP","78","54997  >  443 Len=36"
"10","0.823111","192.168.2.212","172.217.13.131","UDP","75","54997  >  443 Len=33"
"11","0.825443","172.217.13.131","192.168.2.212","UDP","67","443  >  54997 Len=25"
"12","0.939526","192.168.2.212","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"13","1.156550","192.168.2.10","239.255.255.250","IPv4","1506","Fragmented IP protocol (proto=UDP 17, off=0, ID=5942) [Reassembled in #14]"
"14","1.156550","192.168.2.10","239.255.255.250","UDP","639","1071  >  8082 Len=2069"
"15","1.251447","192.168.2.193","192.168.2.212","UDP","404","60000  >  61098 Len=362"
"16","1.497548","Sagemcom_f8:80:f0","Spanning-tree-(for-bridges)_00","STP","56","Conf. Root = 32768/0/84:a0:6e:f8:80:f1  Cost = 0  Port = 0x8003"
"17","1.945124","192.168.2.212","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"18","2.000036","Sagemcom_f8:80:f0","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 0/1/00:26:86:00:00:00  Cost = 90  Port = 0x8006"
"19","2.104815","192.168.2.193","192.168.2.212","UDP","404","60000  >  61098 Len=362"
"20","2.327005","192.168.2.212","172.217.13.131","UDP","304","54997  >  443 Len=262"
"21","2.330827","192.168.2.212","172.217.13.110","UDP","120","56832  >  443 Len=78"
"22","2.332219","172.217.13.131","192.168.2.212","UDP","70","443  >  54997 Len=28"
"23","2.333532","172.217.13.110","192.168.2.212","UDP","71","443  >  56832 Len=29"
"24","2.334164","192.168.2.212","172.217.13.131","UDP","75","54997  >  443 Len=33"
"25","2.345627","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"26","2.346983","172.217.13.131","192.168.2.212","UDP","112","443  >  54997 Len=70"
"27","2.346983","172.217.13.131","192.168.2.212","UDP","67","443  >  54997 Len=25"
"28","2.347462","192.168.2.212","172.217.13.131","UDP","78","54997  >  443 Len=36"
"29","2.349391","192.168.2.212","172.217.13.131","UDP","75","54997  >  443 Len=33"
"30","2.351294","172.217.13.131","192.168.2.212","UDP","67","443  >  54997 Len=25"
"31","2.385691","172.217.13.110","192.168.2.212","UDP","1287","443  >  56832 Len=1245"
"32","2.385691","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"33","2.385691","172.217.13.110","192.168.2.212","UDP","611","443  >  56832 Len=569"
"34","2.386196","192.168.2.212","172.217.13.110","UDP","78","56832  >  443 Len=36"
"35","2.387641","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"36","2.388939","172.217.13.110","192.168.2.212","UDP","68","443  >  56832 Len=26"
"37","2.412963","172.217.13.110","192.168.2.212","UDP","1286","443  >  56832 Len=1244"
"38","2.412963","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"39","2.412963","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"40","2.412963","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"41","2.412963","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"42","2.412963","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"43","2.412963","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"44","2.412963","172.217.13.110","192.168.2.212","UDP","1281","443  >  56832 Len=1239"
"45","2.412963","172.217.13.110","192.168.2.212","UDP","1286","443  >  56832 Len=1244"
"46","2.412963","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"47","2.419780","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"48","2.420933","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"49","2.420933","172.217.13.110","192.168.2.212","UDP","815","443  >  56832 Len=773"
"50","2.420933","172.217.13.110","192.168.2.212","UDP","140","443  >  56832 Len=98"
"51","2.420933","172.217.13.110","192.168.2.212","UDP","83","443  >  56832 Len=41"
"52","2.420933","172.217.13.110","192.168.2.212","UDP","243","443  >  56832 Len=201"
"53","2.420933","172.217.13.110","192.168.2.212","UDP","165","443  >  56832 Len=123"
"54","2.420933","172.217.13.110","192.168.2.212","UDP","221","443  >  56832 Len=179"
"55","2.420933","172.217.13.110","192.168.2.212","UDP","145","443  >  56832 Len=103"
"56","2.420933","172.217.13.110","192.168.2.212","UDP","198","443  >  56832 Len=156"
"57","2.420933","172.217.13.110","192.168.2.212","UDP","1284","443  >  56832 Len=1242"
"58","2.421270","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"59","2.422184","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"60","2.428969","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"61","2.428969","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"62","2.428969","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"63","2.428969","172.217.13.110","192.168.2.212","UDP","295","443  >  56832 Len=253"
"64","2.428969","172.217.13.110","192.168.2.212","UDP","1284","443  >  56832 Len=1242"
"65","2.428969","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"66","2.428969","172.217.13.110","192.168.2.212","UDP","508","443  >  56832 Len=466"
"67","2.438432","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"68","2.486981","172.217.13.110","192.168.2.212","UDP","1284","443  >  56832 Len=1242"
"69","2.486981","172.217.13.110","192.168.2.212","UDP","867","443  >  56832 Len=825"
"70","2.488682","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"71","2.490540","172.217.13.110","192.168.2.212","UDP","1284","443  >  56832 Len=1242"
"72","2.490540","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"73","2.490540","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"74","2.490540","172.217.13.110","192.168.2.212","UDP","783","443  >  56832 Len=741"
"75","2.490540","172.217.13.110","192.168.2.212","UDP","1284","443  >  56832 Len=1242"
"76","2.490540","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"77","2.490540","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"78","2.490540","172.217.13.110","192.168.2.212","UDP","580","443  >  56832 Len=538"
"79","2.494649","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"80","2.495342","172.217.13.110","192.168.2.212","UDP","1284","443  >  56832 Len=1242"
"81","2.495342","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"82","2.495342","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"83","2.495342","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"84","2.495342","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"85","2.495342","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"86","2.495342","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"87","2.495342","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"88","2.495342","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"89","2.495342","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"90","2.495662","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"91","2.495662","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"92","2.495662","172.217.13.110","192.168.2.212","UDP","1284","443  >  56832 Len=1242"
"93","2.495662","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"94","2.495662","172.217.13.110","192.168.2.212","UDP","918","443  >  56832 Len=876"
"95","2.495662","172.217.13.110","192.168.2.212","UDP","1284","443  >  56832 Len=1242"
"96","2.495662","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"97","2.495662","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"98","2.495662","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"99","2.495662","172.217.13.110","192.168.2.212","UDP","1292","443  >  56832 Len=1250"
"100","2.495935","172.217.13.110","192.168.2.212","UDP","1059","443  >  56832 Len=1017"
"101","2.495945","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"102","2.496210","192.168.2.212","172.217.13.110","UDP","76","56832  >  443 Len=34"
"103","2.496297","192.168.2.212","172.217.13.110","UDP","76","56832  >  443 Len=34"
"104","2.496367","192.168.2.212","172.217.13.110","UDP","76","56832  >  443 Len=34"
"105","2.496450","192.168.2.212","172.217.13.110","UDP","76","56832  >  443 Len=34"
"106","2.497013","Sagemcom_f8:80:f0","Spanning-tree-(for-bridges)_00","STP","56","Conf. Root = 32768/0/84:a0:6e:f8:80:f1  Cost = 0  Port = 0x8003"
"107","2.497871","192.168.2.212","172.217.13.110","UDP","77","56832  >  443 Len=35"
"108","2.498967","172.217.13.110","192.168.2.212","UDP","751","443  >  56832 Len=709"
"109","2.506397","192.168.2.212","172.217.13.110","UDP","77","56832  >  443 Len=35"
"110","2.508363","172.217.13.110","192.168.2.212","UDP","703","443  >  56832 Len=661"
"111","2.522672","192.168.2.212","172.217.13.110","UDP","77","56832  >  443 Len=35"
"112","2.599284","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"113","2.607161","172.217.13.110","192.168.2.212","UDP","68","443  >  56832 Len=26"
"114","2.622137","192.168.2.212","172.217.13.110","UDP","553","56832  >  443 Len=511"
"115","2.625947","172.217.13.110","192.168.2.212","UDP","71","443  >  56832 Len=29"
"116","2.627470","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"117","2.650475","172.217.13.110","192.168.2.212","UDP","114","443  >  56832 Len=72"
"118","2.650742","192.168.2.212","172.217.13.110","UDP","78","56832  >  443 Len=36"
"119","2.651535","172.217.13.110","192.168.2.212","UDP","68","443  >  56832 Len=26"
"120","2.652873","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"121","2.653294","172.217.13.110","192.168.2.212","UDP","68","443  >  56832 Len=26"
"122","2.712397","192.168.2.212","172.217.13.110","UDP","1157","56832  >  443 Len=1115"
"123","2.714742","172.217.13.110","192.168.2.212","UDP","71","443  >  56832 Len=29"
"124","2.716919","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"125","2.719674","192.168.2.212","184.150.37.140","UDP","927","59814  >  443 Len=885"
"126","2.721210","184.150.37.140","192.168.2.212","UDP","70","443  >  59814 Len=28"
"127","2.722257","184.150.37.140","192.168.2.212","UDP","157","443  >  59814 Len=115"
"128","2.722257","184.150.37.140","192.168.2.212","UDP","1288","443  >  59814 Len=1246"
"129","2.722635","192.168.2.212","184.150.37.140","UDP","78","59814  >  443 Len=36"
"130","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"131","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"132","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"133","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"134","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"135","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"136","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"137","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"138","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"139","2.723369","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"140","2.723867","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"141","2.724766","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"142","2.724766","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"143","2.724766","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"144","2.724766","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"145","2.724766","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"146","2.724766","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"147","2.724766","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"148","2.725292","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"149","2.725960","192.168.2.212","184.150.37.140","UDP","838","59814  >  443 Len=796"
"150","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"151","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"152","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"153","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"154","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"155","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"156","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"157","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"158","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"159","2.732807","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"160","2.735554","192.168.2.212","184.150.37.140","UDP","76","59814  >  443 Len=34"
"161","2.735736","192.168.2.212","184.150.37.140","UDP","76","59814  >  443 Len=34"
"162","2.735831","192.168.2.212","184.150.37.140","UDP","76","59814  >  443 Len=34"
"163","2.735912","192.168.2.212","184.150.37.140","UDP","76","59814  >  443 Len=34"
"164","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"165","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"166","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"167","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"168","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"169","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"170","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"171","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"172","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"173","2.737085","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"174","2.737573","192.168.2.212","184.150.37.140","UDP","76","59814  >  443 Len=34"
"175","2.737833","192.168.2.212","184.150.37.140","UDP","78","59814  >  443 Len=36"
"176","2.737941","192.168.2.212","184.150.37.140","UDP","78","59814  >  443 Len=36"
"177","2.738050","192.168.2.212","184.150.37.140","UDP","78","59814  >  443 Len=36"
"178","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"179","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"180","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"181","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"182","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"183","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"184","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"185","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"186","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"187","2.739355","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"188","2.739933","192.168.2.212","184.150.37.140","UDP","78","59814  >  443 Len=36"
"189","2.740740","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"190","2.740740","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"191","2.740740","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"192","2.740740","184.150.37.140","192.168.2.212","UDP","67","443  >  59814 Len=25"
"193","2.740740","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"194","2.740740","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"195","2.740740","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"196","2.740740","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"197","2.740740","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"198","2.740740","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"199","2.741219","192.168.2.212","184.150.37.140","UDP","78","59814  >  443 Len=36"
"200","2.744525","192.168.2.212","184.150.37.140","UDP","79","59814  >  443 Len=37"
"201","2.748988","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"202","2.748988","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"203","2.748988","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"204","2.748988","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"205","2.748988","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"206","2.748988","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"207","2.748988","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"208","2.748988","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"209","2.748988","172.217.13.110","192.168.2.212","UDP","88","443  >  56832 Len=46"
"210","2.748988","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"211","2.750282","192.168.2.212","172.217.13.110","UDP","78","56832  >  443 Len=36"
"212","2.751085","192.168.2.212","184.150.37.140","UDP","79","59814  >  443 Len=37"
"213","2.751680","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"214","2.751680","172.217.13.110","192.168.2.212","UDP","68","443  >  56832 Len=26"
"215","2.751680","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"216","2.751680","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"217","2.751680","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"218","2.751680","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"219","2.751680","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"220","2.751680","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"221","2.751680","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"222","2.751680","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"223","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"224","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"225","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"226","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"227","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"228","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"229","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"230","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"231","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"232","2.753118","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"233","2.753506","192.168.2.212","184.150.37.140","UDP","78","59814  >  443 Len=36"
"234","2.753740","192.168.2.212","184.150.37.140","UDP","82","59814  >  443 Len=40"
"235","2.754011","192.168.2.212","172.217.13.110","UDP","75","56832  >  443 Len=33"
"236","2.754923","192.168.2.212","184.150.37.140","UDP","79","59814  >  443 Len=37"
"237","2.755158","172.217.13.110","192.168.2.212","UDP","68","443  >  56832 Len=26"
"238","2.755158","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"239","2.755158","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"240","2.755158","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"241","2.755158","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"242","2.755158","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"243","2.755158","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"244","2.755158","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"245","2.755158","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"246","2.755158","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"247","2.755657","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"248","2.755657","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"249","2.755657","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"250","2.755897","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"251","2.756845","192.168.2.206","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"252","2.757918","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"253","2.758136","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"254","2.758136","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"255","2.758136","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"256","2.758542","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"257","2.758542","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"258","2.758542","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"259","2.758542","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"260","2.758542","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"261","2.758542","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"262","2.758542","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"263","2.758542","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"264","2.758542","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"265","2.758921","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"266","2.760964","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"267","2.760964","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"268","2.760964","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"269","2.761283","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"270","2.761515","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"271","2.761515","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"272","2.761515","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"273","2.762859","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"274","2.762859","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"275","2.763245","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"276","2.764065","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"277","2.764065","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"278","2.764065","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"279","2.764562","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"280","2.765511","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"281","2.765511","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"282","2.765511","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"283","2.765774","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"284","2.766956","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"285","2.766956","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"286","2.766956","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"287","2.767265","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"288","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"289","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"290","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"291","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"292","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"293","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"294","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"295","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"296","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"297","2.774488","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"298","2.774679","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"299","2.774933","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
"300","2.775555","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"301","2.775555","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"302","2.775555","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"303","2.775555","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"304","2.775751","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"305","2.775751","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"306","2.777250","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"307","2.777250","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"308","2.777250","184.150.37.140","192.168.2.212","UDP","1292","443  >  59814 Len=1250"
"309","2.777656","192.168.2.212","184.150.37.140","UDP","75","59814  >  443 Len=33"
