"No.","Time","Source","Destination","Protocol","Length","Info"
"23116","36.549480","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23117","36.549480","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23118","36.549480","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23119","36.549584","192.168.2.20","184.150.37.140","UDP","77","59673  >  443 Len=35"
"23120","36.549667","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23121","36.549667","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23122","36.552517","192.168.2.20","184.150.37.140","UDP","78","59673  >  443 Len=36"
"23123","36.552594","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23124","36.552594","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23125","36.552594","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23126","36.552594","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23127","36.552594","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23128","36.552594","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23129","36.552594","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23130","36.552945","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23131","36.552945","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23132","36.552945","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23133","36.552945","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23134","36.552945","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23135","36.553066","192.168.2.20","184.150.37.140","UDP","82","59673  >  443 Len=40"
"23136","36.553824","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23137","36.553824","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23138","36.553824","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"23139","36.554214","192.168.2.20","184.150.37.140","UDP","77","59673  >  443 Len=35"
"23140","36.556722","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
