"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.2.10","239.255.255.250","IPv4","1506","Fragmented IP protocol (proto=UDP 17, off=0, ID=4f93) [Reassembled in #2]"
"2","0.000000","192.168.2.10","239.255.255.250","UDP","639","1071  >  8082 Len=2069"
"3","0.110662","192.168.2.20","162.159.128.232","TCP","55","59862  >  443 [ACK] Seq=1 Ack=1 Win=2064 Len=1 [TCP segment of a reassembled PDU]"
"4","0.113581","162.159.128.232","192.168.2.20","TCP","66","443  >  59862 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"5","0.801317","192.168.2.20","192.168.2.1","DNS","83","Standard query 0x2f33 A spclient.wg.spotify.com"
"6","0.804820","192.168.2.1","192.168.2.20","DNS","132","Standard query response 0x2f33 A spclient.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com A 35.186.224.25"
"7","0.809546","192.168.2.20","35.186.224.25","TCP","66","59888  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"8","0.812816","35.186.224.25","192.168.2.20","TCP","66","443  >  59888 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"9","0.812886","192.168.2.20","35.186.224.25","TCP","54","59888  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"10","0.813613","192.168.2.20","35.186.224.25","TLSv1.2","244","Client Hello"
"11","0.814520","192.168.2.1","224.0.0.1","IGMPv3","50","Membership Query, general"
"12","0.816929","35.186.224.25","192.168.2.20","TCP","60","443  >  59888 [ACK] Seq=1 Ack=191 Win=66816 Len=0"
"13","0.818272","35.186.224.25","192.168.2.20","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"14","0.818272","35.186.224.25","192.168.2.20","TCP","1466","[TCP Out-Of-Order] 443  >  59888 [ACK] Seq=1 Ack=191 Win=66816 Len=1412"
"15","0.818272","35.186.224.25","192.168.2.20","TLSv1.2","561","Ignored Unknown Record"
"16","0.818292","192.168.2.20","35.186.224.25","TCP","66","[TCP Dup ACK 9#1] 59888  >  443 [ACK] Seq=191 Ack=1 Win=131072 Len=0 SLE=1413 SRE=2825"
"17","0.818344","192.168.2.20","35.186.224.25","TCP","54","59888  >  443 [ACK] Seq=191 Ack=2825 Win=131072 Len=0"
"18","0.819362","192.168.2.20","35.186.224.25","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"19","0.822842","35.186.224.25","192.168.2.20","TLSv1.2","349","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"20","0.824162","192.168.2.20","35.186.224.25","TLSv1.2","229","Application Data"
"21","0.832150","35.186.224.25","192.168.2.20","TCP","54","443  >  59888 [ACK] Seq=3627 Ack=459 Win=67840 Len=0"
"22","0.858099","35.186.224.25","192.168.2.20","TLSv1.2","265","[TCP Previous segment not captured] , Application Data"
"23","0.858099","35.186.224.25","192.168.2.20","TCP","1466","[TCP Out-Of-Order] 443  >  59888 [PSH, ACK] Seq=3627 Ack=459 Win=67840 Len=1412"
"24","0.858126","192.168.2.20","35.186.224.25","TCP","66","[TCP Dup ACK 20#1] 59888  >  443 [ACK] Seq=459 Ack=3627 Win=130304 Len=0 SLE=5039 SRE=5250"
"25","0.858197","192.168.2.20","35.186.224.25","TCP","54","59888  >  443 [ACK] Seq=459 Ack=5250 Win=131072 Len=0"
"26","0.879462","192.168.2.20","172.217.13.195","UDP","266","54501  >  443 Len=224"
"27","0.880689","192.168.2.20","172.217.13.174","UDP","144","50989  >  443 Len=102"
"28","0.883136","172.217.13.195","192.168.2.20","UDP","71","443  >  54501 Len=29"
"29","0.884020","172.217.13.174","192.168.2.20","UDP","73","443  >  50989 Len=31"
"30","0.887269","192.168.2.20","172.217.13.195","UDP","75","54501  >  443 Len=33"
"31","0.887421","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"32","0.900166","172.217.13.195","192.168.2.20","UDP","107","443  >  54501 Len=65"
"33","0.900244","172.217.13.195","192.168.2.20","UDP","68","443  >  54501 Len=26"
"34","0.900403","192.168.2.20","172.217.13.195","UDP","78","54501  >  443 Len=36"
"35","0.901941","192.168.2.20","172.217.13.195","UDP","75","54501  >  443 Len=33"
"36","0.904069","172.217.13.195","192.168.2.20","UDP","68","443  >  54501 Len=26"
"37","0.922284","Sagemcom_f8:80:f0","IntelCor_ca:c5:65","ARP","60","Who has 192.168.2.20? Tell 192.168.2.1"
"38","0.922301","IntelCor_ca:c5:65","Sagemcom_f8:80:f0","ARP","42","192.168.2.20 is at 58:96:1d:ca:c5:65"
"39","0.931811","172.217.13.174","192.168.2.20","UDP","1287","443  >  50989 Len=1245"
"40","0.931811","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"41","0.931811","172.217.13.174","192.168.2.20","UDP","609","443  >  50989 Len=567"
"42","0.932302","192.168.2.20","172.217.13.174","UDP","81","50989  >  443 Len=39"
"43","0.934191","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"44","0.936290","172.217.13.174","192.168.2.20","UDP","67","443  >  50989 Len=25"
"45","0.945806","172.217.13.174","192.168.2.20","UDP","1286","443  >  50989 Len=1244"
"46","0.945806","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"47","0.945912","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"48","0.945912","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"49","0.945912","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"50","0.946241","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"51","0.946241","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"52","0.946241","172.217.13.174","192.168.2.20","UDP","1267","443  >  50989 Len=1225"
"53","0.947027","172.217.13.174","192.168.2.20","UDP","1286","443  >  50989 Len=1244"
"54","0.947027","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"55","0.947131","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"56","0.947131","172.217.13.174","192.168.2.20","UDP","811","443  >  50989 Len=769"
"57","0.947203","172.217.13.174","192.168.2.20","UDP","139","443  >  50989 Len=97"
"58","0.947323","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"59","0.947329","172.217.13.174","192.168.2.20","UDP","82","443  >  50989 Len=40"
"60","0.948715","172.217.13.174","192.168.2.20","UDP","242","443  >  50989 Len=200"
"61","0.948847","172.217.13.174","192.168.2.20","UDP","164","443  >  50989 Len=122"
"62","0.948975","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"63","0.949867","172.217.13.174","192.168.2.20","UDP","220","443  >  50989 Len=178"
"64","0.949947","172.217.13.174","192.168.2.20","UDP","144","443  >  50989 Len=102"
"65","0.950055","172.217.13.174","192.168.2.20","UDP","197","443  >  50989 Len=155"
"66","0.950114","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"67","0.951700","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"68","0.951848","172.217.13.174","192.168.2.20","UDP","1284","443  >  50989 Len=1242"
"69","0.951848","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"70","0.951848","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"71","0.952272","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"72","0.952272","172.217.13.174","192.168.2.20","UDP","269","443  >  50989 Len=227"
"73","0.952683","172.217.13.174","192.168.2.20","UDP","1284","443  >  50989 Len=1242"
"74","0.952683","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"75","0.952683","172.217.13.174","192.168.2.20","UDP","504","443  >  50989 Len=462"
"76","0.953236","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"77","1.011858","172.217.13.174","192.168.2.20","UDP","1284","443  >  50989 Len=1242"
"78","1.011858","172.217.13.174","192.168.2.20","UDP","865","443  >  50989 Len=823"
"79","1.014516","172.217.13.174","192.168.2.20","UDP","1284","443  >  50989 Len=1242"
"80","1.014516","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"81","1.014516","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"82","1.014516","172.217.13.174","192.168.2.20","UDP","798","443  >  50989 Len=756"
"83","1.014741","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"84","1.015666","172.217.13.174","192.168.2.20","UDP","1284","443  >  50989 Len=1242"
"85","1.015666","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"86","1.015666","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"87","1.015666","172.217.13.174","192.168.2.20","UDP","660","443  >  50989 Len=618"
"88","1.015890","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"89","1.017698","172.217.13.174","192.168.2.20","UDP","1284","443  >  50989 Len=1242"
"90","1.017698","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"91","1.017698","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"92","1.017698","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"93","1.017698","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"94","1.017698","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"95","1.017698","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"96","1.017955","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"97","1.018058","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"98","1.018058","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"99","1.018058","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"100","1.018058","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"101","1.018058","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"102","1.018382","172.217.13.174","192.168.2.20","UDP","738","443  >  50989 Len=696"
"103","1.018382","172.217.13.174","192.168.2.20","UDP","1284","443  >  50989 Len=1242"
"104","1.018394","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"105","1.018382","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"106","1.018382","172.217.13.174","192.168.2.20","UDP","943","443  >  50989 Len=901"
"107","1.019613","172.217.13.174","192.168.2.20","UDP","1284","443  >  50989 Len=1242"
"108","1.019803","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"109","1.019803","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"110","1.019803","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"111","1.019803","172.217.13.174","192.168.2.20","UDP","1292","443  >  50989 Len=1250"
"112","1.019803","172.217.13.174","192.168.2.20","UDP","948","443  >  50989 Len=906"
"113","1.019838","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"114","1.024309","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"115","1.034600","172.217.13.174","192.168.2.20","UDP","733","443  >  50989 Len=691"
"116","1.039274","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"117","1.041242","192.168.2.20","224.0.0.22","IGMPv3","70","Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources"
"118","1.136818","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"119","1.139874","172.217.13.174","192.168.2.20","UDP","67","443  >  50989 Len=25"
"120","1.210977","192.168.2.20","172.217.13.174","UDP","1174","50989  >  443 Len=1132"
"121","1.213307","192.168.2.20","184.150.37.140","UDP","924","59673  >  443 Len=882"
"122","1.213977","172.217.13.174","192.168.2.20","UDP","73","443  >  50989 Len=31"
"123","1.215260","184.150.37.140","192.168.2.20","UDP","70","443  >  59673 Len=28"
"124","1.216105","192.168.2.20","184.150.37.140","UDP","828","59673  >  443 Len=786"
"125","1.216372","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"126","1.218057","184.150.37.140","192.168.2.20","UDP","70","443  >  59673 Len=28"
"127","1.219063","184.150.37.140","192.168.2.20","UDP","137","443  >  59673 Len=95"
"128","1.219063","184.150.37.140","192.168.2.20","UDP","1288","443  >  59673 Len=1246"
"129","1.219063","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"130","1.219412","192.168.2.20","184.150.37.140","UDP","78","59673  >  443 Len=36"
"131","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"132","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"133","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"134","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"135","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"136","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"137","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"138","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"139","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"140","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"141","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"142","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"143","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"144","1.219618","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"145","1.220044","192.168.2.20","184.150.37.140","UDP","75","59673  >  443 Len=33"
"146","1.220761","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"147","1.220991","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"148","1.220991","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"149","1.220991","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"150","1.220991","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"151","1.220991","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"152","1.220991","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"153","1.220991","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"154","1.221209","192.168.2.20","184.150.37.140","UDP","75","59673  >  443 Len=33"
"155","1.221961","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"156","1.221961","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"157","1.221961","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"158","1.222357","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"159","1.222357","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"160","1.222357","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"161","1.222357","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"162","1.222357","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"163","1.222568","192.168.2.20","184.150.37.140","UDP","75","59673  >  443 Len=33"
"164","1.222738","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"165","1.222738","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"166","1.222738","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"167","1.222738","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"168","1.224715","192.168.2.13","239.255.255.250","UDP","506","1082  >  8082 Len=464"
"169","1.224715","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"170","1.224715","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"171","1.224715","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"172","1.224715","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"173","1.224715","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"174","1.224999","192.168.2.20","184.150.37.140","UDP","75","59673  >  443 Len=33"
"175","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"176","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"177","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"178","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"179","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"180","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"181","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"182","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"183","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"184","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"185","1.225222","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"186","1.225501","192.168.2.20","184.150.37.140","UDP","75","59673  >  443 Len=33"
"187","1.226355","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"188","1.226355","184.150.37.140","192.168.2.20","UDP","1078","443  >  59673 Len=1036"
"189","1.226672","192.168.2.20","184.150.37.140","UDP","75","59673  >  443 Len=33"
"190","1.236565","184.150.37.140","192.168.2.20","UDP","85","443  >  59673 Len=43"
"191","1.236803","184.150.37.140","192.168.2.20","UDP","1288","443  >  59673 Len=1246"
"192","1.236803","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"193","1.236803","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"194","1.236803","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"195","1.236803","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"196","1.236803","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"197","1.236803","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"198","1.236803","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"199","1.236803","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"200","1.236856","192.168.2.20","184.150.37.140","UDP","78","59673  >  443 Len=36"
"201","1.237324","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"202","1.237324","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"203","1.237324","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"204","1.237324","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"205","1.237324","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"206","1.237324","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"207","1.237324","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"208","1.237324","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"209","1.237324","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"210","1.237549","192.168.2.20","184.150.37.140","UDP","75","59673  >  443 Len=33"
"211","1.239770","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"212","1.239985","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"213","1.240191","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"214","1.240227","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"215","1.240227","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"216","1.240227","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"217","1.240227","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"218","1.240227","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"219","1.240227","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"220","1.240227","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"221","1.240227","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"222","1.240374","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"223","1.240434","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"224","1.240477","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"225","1.241273","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"226","1.242060","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"227","1.242060","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"228","1.242060","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"229","1.242305","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"230","1.243496","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"231","1.243496","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"232","1.243496","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"233","1.243711","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"234","1.244915","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"235","1.245017","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"236","1.245150","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"237","1.246514","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"238","1.246514","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"239","1.246514","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"240","1.246730","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"241","1.247973","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"242","1.247973","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"243","1.247973","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"244","1.248244","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"245","1.249463","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"246","1.249668","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"247","1.249668","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"248","1.249908","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"249","1.251075","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"250","1.251075","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"251","1.251075","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"252","1.251315","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"253","1.252395","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"254","1.252395","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"255","1.252395","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"256","1.252575","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"257","1.253850","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"258","1.253850","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"259","1.254026","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"260","1.255306","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"261","1.255306","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"262","1.255389","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"263","1.255389","172.217.13.174","192.168.2.20","UDP","115","443  >  50989 Len=73"
"264","1.255521","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"265","1.255784","192.168.2.20","172.217.13.174","UDP","81","50989  >  443 Len=39"
"266","1.256917","172.217.13.174","192.168.2.20","UDP","67","443  >  50989 Len=25"
"267","1.256917","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"268","1.256917","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"269","1.256917","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"270","1.257181","192.168.2.20","184.150.37.140","UDP","77","59673  >  443 Len=35"
"271","1.258289","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"272","1.258401","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"273","1.258513","192.168.2.20","172.217.13.174","UDP","75","50989  >  443 Len=33"
"274","1.258726","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"275","1.259816","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"276","1.259816","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"277","1.259816","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"278","1.260084","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"279","1.261252","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"280","1.261252","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"281","1.261252","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"282","1.261494","192.168.2.20","184.150.37.140","UDP","81","59673  >  443 Len=39"
"283","1.262684","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"284","1.262684","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"285","1.262684","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"286","1.262940","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"287","1.264083","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"288","1.264250","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"289","1.264250","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"290","1.265696","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"291","1.265696","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"292","1.265702","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"293","1.265696","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"294","1.267114","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"295","1.267114","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"296","1.267369","192.168.2.20","184.150.37.140","UDP","76","59673  >  443 Len=34"
"297","1.268600","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"298","1.268600","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
"299","1.268600","184.150.37.140","192.168.2.20","UDP","1292","443  >  59673 Len=1250"
